,left,query,right
142,a well-known Writer to the Signet During this period he co-founded the Speculative Society an institution which 'trained young,men,in 'public speaking talent and liberal thought On the conclusion of his studies in 1768 he went to
143,1643 he had been appointed general of artillery under Sir William Waller and had raised three hundred and fourteen,men,at his own cost not receiving any government cash and was then in danger of arrest for money
144,cards and tickets library tickets and letters of certification it is possible to trace the study pattern of the,men,studies under the great professors of nineteenth century Edinburgh at the University the Royal Infirmary the Edinburgh New
145,up 1778 by mutinous Seaforth Highlanders Discontent having arisen in connection with their departure for India several hundreds of,men,attacked their officers on the Esplanade and then held their position there i.e on Arthur 's Seat for
146,a separate sequence of manuscripts for lectures and addresses There are many autograph letters from eminent anatomists and medical,men,including ten letters from Joseph Lister An item of particular interest is an album of 96 photographs from
147,activities while at Edinburgh University There are photographs of group photo Union women 's dinner 1949 group photo Union,men,'s dinner 1949 group photo Royal Infirmary of Edinburgh Mr Walter Mercer 's Clinique Winter 1947 group photo
148,Sang was born in Fife on 30 January 1805 He went to school in Kirkcaldy and already as a,boy,he showed an inclination towards mathematics In 1818 Sang joined Edinburgh University when still a teenager and studied
149,the first twenty years by Margaret Deacon c.1971 and Small sepia oval photograph mounted on card of a young,boy,in a white smock It appears that the card mount has been trimmed unevenly to a smaller size
150,testimonial The composer Jakob Ludwig Felix Mendelssohn -Bartholdy was born on 3 February 1809 in Hamburg Already as a,boy,he was writing music with skill and maturity He first studied with his mother and then studied in
151,towards Lady Stair 's Close and A similar but not identical building may be seen in Dick Place The,boy,with the wide white collar second from the left also appears in Print Coll-1167/PSE/V/7 and Note the sentry
152,and its special punctuation suggest possibly some sort of excursion or visit to Morningside perhaps from The Grange The,boy,with the wide white collar also appears in Print Coll-1167/PSE/V/6 and Series of prints of Chessels Court Coll-1167/PSE/E/2
153,10 Percheron Boquhan Lady Peggy Mec Shire Mare Belle Cole and Foal Shire Stallion Leek Advance 21593 Drabble Charming,boy,Shire Stallion Led Cart Horse Led Cart Horse Cart Mare Parade of Draught Horses Royal Show Farm Cart
154,by Broomhouse Hercules 9031 Tamworth Sow Cholderton Fancy Duroc Jerseys Berkshire Boar Highfield Royal Pygmalion Large Black Boar Sheroithales,boy,1st Large Black Gilts Choice Bacon U.S Lincolnshire Curly-Coated Pig Large White Bacon Pigs Noose for Pig attached
155,Spots and Stripes Workman 's Home Argentine a Bush Country Entre Rios Argentina Avenida Buenos Ayres Aires The Shepherd,boy,of the Southwestern Desert Poulterer Buenos Aires Argentina Camp Lunch Near Fray Bentos Uruguay Camp Breakfast Argentina or
156,Rotation In a Tick Infested Pasture Map of Africa Showing the Distribution of the TseTse-Flies As At Present Known,boy,of 14 Who Fed 30 Bushels of Turnips to 30 Bullocks in 3 20 Elevation of a Yard
157,Photograph from the Daily Mirror newspaper from the article 'Schoolboys Who Run a 200-Acre Farm Near London showing a,boy,hand-feeding a pig and a group of boys helping with the harvest in the early 20th century some
158,man standing behind it in Matabeleland Africa in the early 20th century and Photograph of a 14 year old,boy,standing in a brick cellar who fed 30 bushels of turnips to 30 bullocks in a 3'20 space
159,Karakule Karakul sheep in a sheep pen next to a barn with a man Young 's manager and a,boy,holding lambs in the early 20th century possibly in El Paso Texas United States and Photograph of a
160,20th century and Photograph of a man holding six Strathdoon Stag-hounds on leads in a field with a kennel,boy,standing to one side in the early 20th century Australia Writing on the slide notes that the dogs
161,century and Photograph of a team of cattle drawing a wagon with a man holding the reins and a,boy,standing in front on a grassy road with buildings of the town i.e the Imperial Hotel in the
162,Class at Port Elizabeth both in 1912 and Photograph by M.E.H of a horse trotting being guided by a,boy,in the late 19th or early 20th century and Photograph of a farm house and buildings at Malsetter
163,the whip only and Photograph of an Indian lookout tower made of wood and straw The image shows a,boy,on the tower platform a man climbing the ladder to the platform and a boy sitting next to
164,The image shows a boy on the tower platform a man climbing the ladder to the platform and a,boy,sitting next to it in the late 19th or early 20th century and Photograph of some men walking
165,courtyard with a man in the Kyoto Prefecture Japan in the early 20th century and Photograph of a little,boy,sitting on a small cart holding the reins of a goat that has been harnessed to it with
166,yard in front of the building with a man drawing a cart behind him while other men and a,boy,watch the pigs in the early 20th century and Illustrations of a horse 's jaw showing the side
167,ram that is small with fine wool standing on a path in front of a building with a small,boy,in North Africa in the early 20th century and Photograph of a man standing next to a Herdwick
168,next to it in the early 20th century and Photograph of the two year old Shire stallion Drabble Charming,boy,According to the text beneath the image he is the 'property of Drabble Brothers Co. Drabble Argentina Winner
169,Hounds after ignoring a Sinn Fein order directing them not to allow hunting over their land and of a,boy,Ralph Chamberlain the son of a Derbyshire farmer with a young bull that he 's trained as a
170,at Beardman 's farm in South Africa in the early 20th century and Photograph of the Lonk ram Deerplay,boy,that won five first prizes including the Royal Lancashire Show Cup in 1904 standing in a sheep pen
171,a field in the early 20th century The cow was bred by R R Chatterton and Photograph of a,boy,watching a herd of cattle owned by Chief Holies in Africa in the early 20th century and Photograph
172,through the plains of Rhodesia in the late 19th or early 20th century and Photograph of a little Indian,boy,sitting on the ground watching a little Indian girl pluck a piece of fruit from a tree in
173,permission of Mrs Marjory Kennedy-Fraser arranged by anonymous possibly Granville Bantock s.l undated 'Chanty Steamers Three 'Dedicated to the,boys,and Girls of Manxland words by F. B. Kermode music by M. L. Wood A.R.C.O Douglas Isle of
174,Lullaby to Christ Mrs McInnes Father Allan 's favourite 'Soraidh Mrs McInnes version A father 's song to his,boys,from war Sailing John Campbell P.O Erisgay S e gillean mo run a thogail ... 'For praise of
175,Lullaby to Christ Mrs McInnes Father Allan 's favourite 'Soraidh Mrs McInnes version A father 's song to his,boys,from war Sailing John Campbell P.O Erisgay S e gillean mo run a thogail ... 'For praise of
176,permission of Mrs Marjory Kennedy-Fraser arranged by anonymous possibly Granville Bantock s.l undated 'Chanty Steamers Three 'Dedicated to the,boys,and Girls of Manxland words by F. B. Kermode music by M. L. Wood A.R.C.O Douglas Isle of
177,part of music sheet manuscript 'Committee for Music in War-time leaflet.One copy of photograph of three Bantock children two,boys,one girl and one black dog b/w 8.5 x 13.5 cm.One further letter from Granville Bantock to Marjory
178,part of music sheet manuscript 'Committee for Music in War-time leaflet.One copy of photograph of three Bantock children two,boys,one girl and one black dog b/w 8.5 x 13.5 cm.One further letter from Granville Bantock to Marjory
179,press comments and pictures of Marjory Kennedy-Fraser and Margaret Kennedy after 1920 .Part 2 'Carol from the Hebrides for,boys,Voices melody from Songs of the Hebrides Marjory Kennedy-Fraser arrangement and words by W. A. Roberts Maghull Liverpool
180,staff now with the Blood Transfusion Service Canada and Small sepia oval photograph mounted on card of two young,boys,It appears thst the card mount has been trimmed unevenly to a smaller size and Recto photograph of
181,Opening of St. John 's Old People 's Home Pumwani United service of witness on Whitsunday Nairobi 1961 Kikuyu,boys,at an emergency village Members of the African Israel Church dancing on way to worship Children being helped
182,may be able to help He informs Ledermann that the calculations are two Thurstone centroid analyses one on 441,boys,the other on 430 girls all Scottish children born on the 1st of Feb May Aug and Nov
183,these are from but they feature titles including Reading and Spelling differences in mean AQ for LE and RE,boys,and girls Reading Accomplishment in association with Incidence of Left-and Right-eye dominancy Distribution of IQs in association with
184,Aitken was born in Dunedin New Zealand on 1 April 1895 He was of Scottish descent He attended Otago,boys,High School from 1908 to 1912 On winning a university scholarship in 1912 he went on to study
185,to New Zealand in 1917 On the completion of his studies in 1920 Aitken became a school-teacher at Otago,boys,High School and the same year he married Winifred Betts the first lecturer in Botany at the University
186,also exchanged letters Alexander Craig Aitken was born in Dunedin New Zealand on 1 April 1895 He attended Otago,boys,High School from 1908 to 1912 and then studied at the University of Otago from 1913 His studies
187,his wife 'The house that Jack built 'Camp-fire at Lundie Tower 'Looking for lambs Jim the yes-man and 'The,boys,and girls of Falkland' reviews of 'Something is happening poems cards and art-work by for example Neil Mochrie
188,Part I the Educational Problem and Part II Organisation Proof of an article by Thomson titled College Camp for,boys,from the Child Armstrong College Department of Education Papers vol II no 2 containing Thomson 's address to
189,benefits to both school pupil and Training College student in part I and discusses the practicalities of recruiting the,boys,the equipment needed the cost of this staff present and difficulties encountered He compares the experiment to Warkworth
190,Thomson 's article regards teaching children outdoors specifically in relation to geography teaching and a related experiment at Shipcote,boys,School Gateshead and Cooke offers Hector Thomson slides and photographs she has discovered on packing up to leave
191,College under Canvas regards the camp at Warkworth between June 27 July 11 1908 The camp included 106 school,boys,from the surrounding areas along with training college students and was organised to explore the effects of teaching
192,was organised to explore the effects of teaching children outdoors Thomson 's contribution regards the recruitment of the school,boys,the equipment needed and the cost of this the staff present and difficulties encountered and The article explores
