,left,query,right
158,Winifred Jones about George Otto 's health Letters to Mary from various correspondents Includes a photo annotated 'Lydia 's,boy,Tommy a score sheet from Wansbeck musical competition and reference to the death of Theodore Macaulay Trevelyan Correspondents
159,from Mary and Charles Annotation reads 'to the children May June 1913 Annotated scrap of paper Activities with the,boy,scouts and update on building work at Cambo Letter from Charles to George Lowthian A number of drawings
160,Pauline for her gift of a doll which Kitty has named Rony and would like to dress as a,boy,Letter from Mary to Pauline Trevelyan 14 Great College Street Westminster Concerns visiting the zoo and riding the
161,the Election Letter from Mary to Florence Campaining with Charles and Kitty Letter from Mary to Florence A baby,boy,passsed away little Florence was beginnning to speak the weather resembled a blizzard and Randall Davies visited Letter
162,meeting tells her mother about his travel plans Letter from Hugo Bell to Florence News about the feeling a,boy,Hugo has for a certain Ina to whom he is planning to propose himself the following week Part
163,Literary Fund Fellow at the University of Lincoln where he also taught English Literature and Creative Writing The Ascending,boy,is a poetry collection published in 1999 Consists of publicity material reviews and a jacket cover proof relating
164,School opening filed together are a letter dated 2nd May 1915 Attached is a photograph of 10 year old,boy,’ s jaw from 6th March 1922 And handwritten notes from Pybus on the back of an invitation
165,with the date January 1916 Photograph of unknown soldier Possibly a family portrait with five women and one young,boy,potentially relatives of Pybus Photograph of women and a child Photograph of a man and woman near a
166,large dog Annotation on the reverse reads 'Mrs Pybus Photograph of an unknown relative of Pybus Photograph of a,boy,posed near a table This could potentially be Frederick Pybus The photograph was taken in Stockton on Tees
167,posed near a table This could potentially be Frederick Pybus The photograph was taken in Stockton on Tees Photograph,boy,Photograph of cottages in a field This photograph has been taken out of an album and is backed
168,desk This photograph was taken in Stockton on Tees Photograph man posed at a desk Photograph of a young,boy,posed next to a table this photograph was taken in Dublin This is potentially a relative of Pybus
169,next to a table this photograph was taken in Dublin This is potentially a relative of Pybus Photograph young,boy,Photograph of a young boy posed next to a table This may be a photograph of Pybus Photograph
170,photograph was taken in Dublin This is potentially a relative of Pybus Photograph young boy Photograph of a young,boy,posed next to a table This may be a photograph of Pybus Photograph young boy Close up photograph
171,Photograph of a young boy posed next to a table This may be a photograph of Pybus Photograph young,boy,Close up photograph of Pybus Photograph Frederick Pybus Black and white photograph Photograph House and driveway Photograph of
172,three girls and two boys in formal clothes Photograph group of children A group of three girls and one,boy,stood outside Photograph group of children Two photographs of one boy and two girls posed with various props
173,children A group of three girls and one boy stood outside Photograph group of children Two photographs of one,boy,and two girls posed with various props These photographs were taken in Stockton on Tees Photograph Three children
174,card A note on the back reads `` Woodend '' Photograph House and women Photograph of three girls and,boy,potentially Pybus and his sisters Photograph Three girls and a boy Photograph potentially of Pybus and two of
175,which contains press cuttings academic papers and other research material on a range of issues Press Cuttings Correspondence from,boys,who Lady Plowden had visited as part of evidence gathering visits for the final report Many boys continued
176,Correspondence from boys who Lady Plowden had visited as part of evidence gathering visits for the final report Many,boys,continued to correspond with Lady Plowden for several years after the visits A borstal was a type of
177,Data Protection Act but redacted copies of some original documents may be available to researchers on request Letters from,boys,in Borstal centres A collection of reports published by external organisations This collection is assumed to have been
178,4 7 September 1968. 4 7 September 1968 Opening of Vittoria School 10 October 1968. 10 October 1968 Bow,boys,School Prizegiving 17 October 1968. 17 October 1968 Parents National Educational Union AGM 17 October 1968. 17 October
179,general nature as well as relating to the purchase of cover art work Editorial correspondence Jacket cover proof The,boys,at Twilight Poems 1990 1995 Consists of a page proof the only annotations on this copy are on
180,and Bisexual Inter-Agency for Cleveland Darlington single copy- Newsletter Contains Issue 1 September 1994 'Newcastle Scene produced by Bent,boys,single copy Contains Issue 13 Summer 1995 'The Best of Times produced by Cumbria Link single copy Newsletter
181,'s resignation the Agricultural Rages Continuance Bill requests to speak Irish Home Rule the Aliens Act corporal punishment of,boys,in the navy taxation a letter of thanks from the London Committee of Deputies of the British Jews
182,as to the whereabouts of a sketch by G Howard Geoffrey made in 1881 of the 'Eton and Harrow,boys,of 1860 Includes a copy of the sketch and some family news Letters to Mary from Dorothy Henley
183,relation to his remaining in Russia and refusing to enlist a Cambridge undergraduate named Fitch the case of two,boys,in South Shields found distributing anti-conscription literature a Russian immigrant named Moses Merrens Arnold Lupton 's summons in
184,'s health George asking how to be 'more manly although he would rather play with the girls than any,boys,Lady Caroline Trevelyan sending roller skates for the c Letter from Elsie Clarke to Mary Morningside Park Avenue
185,with card of a young woman holding a cat Photograph woman with cat Photograph of three girls and two,boys,in formal clothes Photograph group of children A group of three girls and one boy stood outside Photograph
186,stood on a box Photograph dog KoKo Two girls wearing matching outfits holding a racket Photograph two girls Two,boys,wearing matching outfits Photograph two boys Papercut silhouette portrait of Pybus in profile Signed H. Oakley Silhouette of
187,KoKo Two girls wearing matching outfits holding a racket Photograph two girls Two boys wearing matching outfits Photograph two,boys,Papercut silhouette portrait of Pybus in profile Signed H. Oakley Silhouette of Pybus Two older women wearing fur
188,Head Master 's Swimming Tests distances 35 yards and 75 yards in the river at the High School for,boys,Stockton on Tees Two Swimming Certificates Pybus has written his sister Ivy 's details on the reverse Book
189,Lee III and Mary Pattinson née Adamson He was their youngest son the eldest being Hugh Lee IV Both,boys,attended Stubbington House School and Hugh Lee IV studied for the Army Entrance to Sandhurst and was successful
190,some proposals written by other writers Miscellanous proposals Includes a script notes research and a proposal relating to Wicked/Benwell,boys,a series for television Wicked/Benwell Boys Includes scripts scene outlines editorial correspondence and research material relating to Doc
